,cliques,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc,edges,nodes,density
24938,5,12,16,2,1,512,7075.350390625,6569.193359375,0.71875,0.73828125,80,60,0.04519774011299435
26037,5,28,16,2,7,2,155473.275,70562.8984375,0.71875,0.74609375,80,140,0.008221993833504625
585,1,24,40,1,1,2,7303.10478515625,7015.73046875,0.71875,0.75,40,24,0.14492753623188406
22987,4,28,48,4,9,4,161309.196875,98107.8828125,0.7186980609418282,0.775623268698061,192,112,0.03088803088803089
14624,3,24,48,3,9,512,75605.628125,69763.875,0.7186224489795918,0.7742346938775511,144,72,0.056338028169014086
9772,2,24,56,4,1,256,14686.7787109375,9341.505859375,0.7185950413223141,0.8305785123966942,112,48,0.09929078014184398
9778,2,24,56,4,3,32,22807.44453125,19120.546875,0.7185950413223141,0.7644628099173554,112,48,0.09929078014184398
9779,2,24,56,4,3,64,22358.68203125,18634.611328125,0.7185950413223141,0.7479338842975207,112,48,0.09929078014184398
12877,3,24,32,2,1,256,11119.0111328125,7100.20263671875,0.7185595567867037,0.736842105263158,96,72,0.03755868544600939
18241,4,8,24,2,3,256,14772.2603515625,8744.1728515625,0.7185595567867036,0.814404432132964,96,32,0.1935483870967742
9991,2,28,48,4,1,4,11706.35546875,6110.5048828125,0.7185595567867036,0.745152354570637,96,56,0.06233766233766234
7873,2,20,48,3,9,256,50336.10390625,46755.81640625,0.7185595567867036,0.7950138504155124,96,40,0.12307692307692308
15855,3,20,32,4,3,128,26491.331640625,21385.919921875,0.7185595567867036,0.7506925207756233,96,60,0.05423728813559322
6654,2,28,24,2,9,16,52845.01328125,50142.296875,0.7185185185185186,0.8518518518518519,48,56,0.03116883116883117
7453,2,16,24,3,7,4,33782.31640625,20502.5,0.7185185185185186,0.8888888888888888,48,32,0.0967741935483871
13903,3,16,16,3,9,256,58401.93359375,47524.23828125,0.7185185185185186,0.8765432098765432,48,48,0.0425531914893617
3554,1,28,48,4,9,512,41704.19921875,38196.7109375,0.7185185185185186,0.8888888888888888,48,28,0.12698412698412698
9081,2,16,24,4,9,2,45957.22265625,25481.09765625,0.7185185185185186,0.9012345679012346,48,32,0.0967741935483871
11738,3,8,16,2,9,8,31066.72265625,28792.447265625,0.7185185185185186,0.9506172839506173,48,24,0.17391304347826086
3152,1,20,48,4,1,8,4835.446484375,4488.4697265625,0.7185185185185186,0.802469135802469,48,20,0.25263157894736843
3936,2,12,24,1,5,16,19010.8890625,17833.873046875,0.7185185185185186,0.8395061728395061,48,24,0.17391304347826086
6090,2,20,24,2,3,128,18107.6890625,17037.212890625,0.7185185185185186,0.9135802469135803,48,40,0.06153846153846154
7173,2,12,24,3,5,2,21959.286328125,20795.716796875,0.7185185185185186,0.8024691358024691,48,24,0.17391304347826086
24579,5,28,48,1,3,2,58422.1640625,28392.990234375,0.7184895833333333,0.7955729166666667,240,140,0.024665981500513873
19710,4,28,48,2,1,2,29898.93984375,16330.3125,0.718421052631579,0.7541551246537396,192,112,0.03088803088803089
14808,3,28,40,3,1,16,20065.675390625,8181.36962890625,0.7184027777777777,0.7552083333333334,120,84,0.03442340791738382
12833,3,24,24,2,1,512,8248.71357421875,6310.4267578125,0.7183673469387756,0.8061224489795918,72,72,0.028169014084507043
15281,3,12,24,4,5,512,29643.482421875,26129.927734375,0.7183673469387756,0.8010204081632654,72,36,0.11428571428571428
9770,2,24,56,4,1,64,19356.6677734375,9337.576171875,0.7181818181818181,0.8181818181818181,112,48,0.09929078014184398
25047,5,12,32,2,7,2,43063.809375,38998.796875,0.7181640625,0.8212890625,160,60,0.0903954802259887
19668,4,28,40,2,1,16,17709.279296875,8694.19921875,0.7181640625,0.7568359375,160,112,0.02574002574002574
18850,4,16,32,2,9,32,56331.14609375,53276.81640625,0.71808,0.7984,128,64,0.06349206349206349
5074,2,28,32,1,7,256,31468.184375,20315.826171875,0.7180555555555557,0.7847222222222222,64,56,0.04155844155844156
12918,3,24,40,2,1,16,8676.95947265625,6799.61328125,0.7180555555555556,0.7534722222222222,120,72,0.046948356807511735
23935,5,20,24,1,9,32,36485.0765625,25948.330078125,0.7180555555555556,0.7430555555555556,120,100,0.024242424242424242
8010,2,24,32,3,1,2,10823.4498046875,10397.814453125,0.7180555555555556,0.763888888888889,64,48,0.05673758865248227
4513,2,20,32,1,3,32,15511.1400390625,14425.146484375,0.7180555555555556,0.798611111111111,64,40,0.08205128205128205
8821,2,12,32,4,1,4,7993.384765625,7635.51953125,0.7180555555555556,0.8958333333333333,64,24,0.2318840579710145
18193,4,8,16,2,3,32,14889.244921875,8710.3203125,0.7180555555555556,0.7777777777777778,64,32,0.12903225806451613
22512,4,24,16,4,3,16,30756.56015625,23189.216796875,0.7180555555555556,0.7777777777777778,64,96,0.014035087719298246
18196,4,8,16,2,3,256,16076.4125,15428.2666015625,0.7180555555555556,0.7777777777777778,64,32,0.12903225806451613
4516,2,20,32,1,3,256,15831.7369140625,14853.443359375,0.7180555555555556,0.8125,64,40,0.08205128205128205
7233,2,12,32,3,7,128,27402.25703125,24810.71484375,0.7180555555555556,0.8333333333333334,64,24,0.2318840579710145
25542,5,20,24,2,7,2,62723.38359375,58279.234375,0.7180555555555556,0.7795138888888888,120,100,0.024242424242424242
14829,3,28,40,3,5,128,45155.34140625,32211.806640625,0.7180555555555556,0.7673611111111112,120,84,0.03442340791738382
26071,5,28,24,2,3,256,40294.41484375,19866.365234375,0.7180555555555556,0.7482638888888888,120,140,0.012332990750256937
10206,3,8,32,1,9,2,30966.63046875,27674.73046875,0.7180055401662051,0.850415512465374,96,24,0.34782608695652173
20951,4,24,24,3,5,512,49339.49921875,46901.03125,0.7180055401662051,0.778393351800554,96,96,0.021052631578947368
7874,2,20,48,3,9,512,50139.96796875,47979.24609375,0.718005540166205,0.8033240997229917,96,40,0.12307692307692308
11280,3,24,32,1,7,16,31988.64296875,26239.693359375,0.718005540166205,0.7922437673130194,96,72,0.03755868544600939
23036,4,28,56,4,9,64,171777.7265625,94213.3984375,0.7179752066115703,0.7722107438016529,224,112,0.036036036036036036
5100,2,28,40,1,3,128,18134.175,17621.671875,0.71796875,0.82421875,80,56,0.05194805194805195
21058,4,24,40,3,9,256,86550.540625,82716.1953125,0.71796875,0.783203125,160,96,0.03508771929824561
11686,3,28,56,1,7,32,49647.778125,35064.6875,0.7179063360881542,0.761248852157943,168,84,0.04819277108433735
21362,4,28,48,3,7,64,129518.2359375,62027.4609375,0.7178670360110804,0.7506925207756233,192,112,0.03088803088803089
17212,4,16,32,1,5,32,29306.0515625,25311.736328125,0.71776,0.7856000000000001,128,64,0.06349206349206349
19393,4,24,32,2,9,256,70779.790625,64121.66015625,0.71776,0.7728,128,96,0.028070175438596492
22734,4,24,56,4,3,2,37618.41171875,24930.94140625,0.7175619834710745,0.7877066115702479,224,96,0.04912280701754386
9117,2,16,32,4,7,2,38039.45234375,21220.90234375,0.7174825174825175,0.979020979020979,64,32,0.12903225806451613
2786,1,12,40,4,9,64,21158.669921875,18626.08203125,0.7174603174603174,0.9365079365079365,40,12,0.6060606060606061
2785,1,12,40,4,9,32,21158.619140625,18625.71875,0.7174603174603174,0.9365079365079365,40,12,0.6060606060606061
2787,1,12,40,4,9,128,21158.676171875,18625.958984375,0.7174603174603174,0.9365079365079365,40,12,0.6060606060606061
2788,1,12,40,4,9,256,21158.70625,18626.2421875,0.7174603174603174,0.9365079365079365,40,12,0.6060606060606061
2784,1,12,40,4,9,16,21158.59453125,18625.599609375,0.7174603174603174,0.9365079365079365,40,12,0.6060606060606061
5703,2,12,48,2,7,128,27347.151953125,25777.83203125,0.7174515235457064,0.8587257617728531,96,24,0.34782608695652173
13971,3,16,32,3,5,16,33103.25078125,28625.70703125,0.7174515235457062,0.8060941828254847,96,48,0.0851063829787234
21059,4,24,40,3,9,512,86446.3765625,83052.8125,0.7173828125,0.796875,160,96,0.03508771929824561
12949,3,24,40,2,7,256,48333.97421875,39103.89453125,0.7173611111111111,0.7881944444444444,120,72,0.046948356807511735
16251,3,24,56,4,1,128,14912.26328125,9494.6220703125,0.7173553719008264,0.7483930211202939,168,72,0.06572769953051644
13918,3,16,24,3,3,32,23677.796875,19903.46484375,0.7173469387755103,0.8316326530612245,72,48,0.06382978723404255
15968,3,20,48,4,9,8,62022.62265625,52074.2890625,0.7173469387755101,0.8188775510204083,144,60,0.08135593220338982
12049,3,12,24,2,7,256,34287.403515625,31225.625,0.7173469387755101,0.8673469387755102,72,36,0.11428571428571428
12588,3,20,24,2,7,128,36338.65546875,31626.478515625,0.7173469387755101,0.7959183673469388,72,60,0.04067796610169491
22158,4,16,48,4,5,2,44279.00625,42125.1796875,0.7173130193905818,0.7811634349030471,192,64,0.09523809523809523
22364,4,20,32,4,9,512,82028.6,77972.6875,0.7173076923076923,0.8301282051282052,128,80,0.04050632911392405
24935,5,12,16,2,1,64,8339.7791015625,6349.08984375,0.7171875,0.734375,80,60,0.04519774011299435
7813,2,20,40,3,7,4,40096.5671875,38166.16015625,0.7171875,0.77734375,80,40,0.10256410256410256
20977,4,24,32,3,1,256,17328.60390625,11503.517578125,0.7171200000000001,0.7408,128,96,0.028070175438596492
17476,4,20,32,1,3,256,17226.290234375,13643.3828125,0.7171200000000001,0.736,128,80,0.04050632911392405
19387,4,24,32,2,9,4,73253.625,67962.265625,0.71712,0.7647999999999999,128,96,0.028070175438596492
15693,3,16,48,4,7,128,42617.17578125,35725.93359375,0.7170918367346939,0.7895408163265307,144,48,0.1276595744680851
11350,3,24,48,1,3,4,21572.448046875,15712.1650390625,0.7170918367346939,0.7653061224489797,144,72,0.056338028169014086
24561,5,28,40,1,9,2,148734.3375,69006.4140625,0.7170625000000002,0.795625,200,140,0.020554984583761562
21365,4,28,48,3,7,512,130381.3171875,127069.40625,0.7170360110803323,0.757617728531856,192,112,0.03088803088803089
14278,3,20,40,3,3,32,24640.5125,19471.04296875,0.717013888888889,0.7517361111111112,120,60,0.06779661016949153
16445,3,28,40,4,5,8,51634.090625,37540.67578125,0.7170138888888887,0.7881944444444444,120,84,0.03442340791738382
27190,5,20,32,3,3,4,32420.203515625,30818.083984375,0.7169921875,0.7548828125,160,100,0.03232323232323232
11674,3,28,56,1,5,4,29618.678125,23202.98046875,0.7169880624426079,0.7851239669421488,168,84,0.04819277108433735
9781,2,24,56,4,3,256,21535.960546875,19199.70703125,0.7169421487603306,0.768595041322314,112,48,0.09929078014184398
8547,2,8,24,4,9,128,27872.47109375,24973.798828125,0.7169230769230769,0.8923076923076924,48,16,0.4
20676,4,20,24,3,5,16,43790.84609375,42057.61328125,0.7168975069252078,0.8060941828254847,96,80,0.030379746835443037
17689,4,24,24,1,1,32,8664.0833984375,8292.833984375,0.7168975069252077,0.7506925207756232,96,96,0.021052631578947368
8402,2,28,48,3,7,64,52467.8234375,49248.328125,0.7168975069252077,0.8365650969529086,96,56,0.06233766233766234
6482,2,24,48,2,1,8,8469.44853515625,8051.9306640625,0.7168975069252077,0.7534626038781164,96,48,0.0851063829787234
11551,3,28,32,1,7,32,23615.574609375,20924.642578125,0.7168975069252077,0.7506925207756233,96,84,0.027538726333907058
9466,2,20,48,4,3,256,21912.984765625,20950.607421875,0.7168975069252077,0.7950138504155124,96,40,0.12307692307692308
27497,5,24,40,3,1,8,27901.704296875,11152.25390625,0.7168750000000002,0.739375,200,120,0.028011204481792718
22093,4,16,32,4,9,256,72487.7203125,68481.3046875,0.7167999999999999,0.8768,128,64,0.06349206349206349
26102,5,28,32,2,1,8,17424.7189453125,7632.74755859375,0.716796875,0.77734375,160,140,0.01644398766700925
5072,2,28,32,1,7,64,29087.7,23878.10546875,0.7166666666666668,0.7638888888888888,64,56,0.04155844155844156
1082,1,16,32,2,1,8,6459.7873046875,6000.5458984375,0.7166666666666668,0.8333333333333334,32,16,0.26666666666666666
3888,2,12,16,1,5,2,18644.237890625,16606.31640625,0.7166666666666668,0.75,32,24,0.11594202898550725
3264,1,24,32,4,5,128,22770.361328125,21127.359375,0.7166666666666668,0.888888888888889,32,24,0.11594202898550725
3271,1,24,32,4,7,32,29098.505078125,26045.287109375,0.7166666666666668,0.8611111111111112,32,24,0.11594202898550725
7116,2,12,16,3,1,128,7801.3970703125,7417.03466796875,0.7166666666666668,0.888888888888889,32,24,0.11594202898550725
1080,1,16,32,2,1,2,6690.3888671875,6176.06103515625,0.7166666666666667,0.888888888888889,32,16,0.26666666666666666
2362,1,24,32,3,5,32,22333.28671875,20859.037109375,0.7166666666666667,1.0,32,24,0.11594202898550725
4438,2,20,16,1,7,4,13796.62421875,12738.5078125,0.7166666666666667,0.7777777777777778,32,40,0.041025641025641026
4690,2,24,16,1,3,4,8062.5853515625,6517.12255859375,0.7166666666666667,0.7222222222222222,32,48,0.028368794326241134
11313,3,24,40,1,5,2,31449.417578125,23841.822265625,0.7166666666666667,0.7725694444444444,120,72,0.046948356807511735
18195,4,8,16,2,3,128,16176.5349609375,9170.8017578125,0.7166666666666667,0.7638888888888888,64,32,0.12903225806451613
9274,2,20,16,4,1,32,11487.1328125,10878.673828125,0.7166666666666666,0.9722222222222223,32,40,0.041025641025641026
2197,1,20,32,3,9,4,30123.313671875,19004.701171875,0.7166666666666666,0.888888888888889,32,20,0.16842105263157894
6666,2,28,32,2,1,128,9401.6939453125,4476.5546875,0.7166666666666666,0.7638888888888888,64,56,0.04155844155844156
4530,2,20,32,1,7,16,29261.333203125,28673.66796875,0.7166666666666666,0.8125000000000001,64,40,0.08205128205128205
4381,2,16,56,1,3,256,16209.03359375,9548.455078125,0.7165289256198347,0.8305785123966942,112,32,0.22580645161290322
16253,3,24,56,4,1,512,14280.2716796875,9678.2001953125,0.7164370982552801,0.7548209366391185,168,72,0.06572769953051644
16522,3,28,56,4,1,256,19476.7255859375,9740.8076171875,0.71643709825528,0.7640036730945821,168,84,0.04819277108433735
8888,2,12,40,4,5,64,21799.9625,20456.71484375,0.71640625,0.81640625,80,24,0.2898550724637681
9413,2,20,40,4,1,512,11004.9826171875,10533.0810546875,0.71640625,0.80859375,80,40,0.10256410256410256
23591,5,16,16,1,3,8,8579.1126953125,3353.376953125,0.71640625,0.75,80,80,0.02531645569620253
25498,5,20,16,2,7,4,46185.734375,42197.16796875,0.71640625,0.7734375,80,100,0.01616161616161616
7532,2,16,40,3,3,512,18716.89921875,9777.8193359375,0.71640625,0.78515625,80,32,0.16129032258064516
27507,5,24,40,3,3,16,48427.23828125,29437.912109375,0.716375,0.750625,200,120,0.028011204481792718
12875,3,24,32,2,1,64,9222.319921875,7054.54150390625,0.7163434903047091,0.7396121883656509,96,72,0.03755868544600939
5174,2,28,48,1,9,512,50541.77421875,46777.62890625,0.7163434903047091,0.7562326869806095,96,56,0.06233766233766234
6240,2,20,48,2,7,16,40262.0671875,37599.0390625,0.716343490304709,0.8088642659279778,96,40,0.12307692307692308
10966,3,20,24,1,7,32,33838.321484375,13642.939453125,0.7163265306122449,0.8061224489795918,72,60,0.04067796610169491
12047,3,12,24,2,7,64,36924.690625,31998.908203125,0.7163265306122449,0.8214285714285714,72,36,0.11428571428571428
14618,3,24,48,3,9,8,71512.0296875,58357.19140625,0.7163265306122448,0.7895408163265307,144,72,0.056338028169014086
12831,3,24,24,2,1,128,8120.546875,6288.15380859375,0.7163265306122448,0.7908163265306123,72,72,0.028169014084507043
23920,5,20,24,1,5,256,26831.826171875,19341.3984375,0.7163194444444445,0.8020833333333333,120,100,0.024242424242424242
22388,4,20,40,4,5,64,48434.59921875,46739.37109375,0.7162109375,0.7822265625,160,80,0.05063291139240506
19746,4,28,48,2,9,2,136824.1546875,71656.2734375,0.7161357340720221,0.7520775623268697,192,112,0.03088803088803089
6830,2,28,56,2,7,512,46622.44296875,43638.94140625,0.7161157024793388,0.7665289256198347,112,56,0.07272727272727272
6001,2,16,56,2,3,256,18173.6234375,17041.35546875,0.7161157024793388,0.8347107438016529,112,32,0.22580645161290322
22761,4,24,56,4,9,2,93687.7390625,66793.171875,0.7161157024793388,0.8181818181818181,224,96,0.04912280701754386
3940,2,12,24,1,5,256,19022.65859375,17816.51953125,0.7160493827160495,0.8271604938271606,48,24,0.17391304347826086
3941,2,12,24,1,5,512,19654.500390625,17795.455078125,0.7160493827160495,0.8024691358024691,48,24,0.17391304347826086
6087,2,20,24,2,3,16,18351.336328125,16991.529296875,0.7160493827160495,0.925925925925926,48,40,0.06153846153846154
13861,3,16,16,3,1,4,13834.264453125,8820.603515625,0.7160493827160495,0.7654320987654322,48,48,0.0425531914893617
3938,2,12,24,1,5,64,19003.1015625,17802.755859375,0.7160493827160495,0.8271604938271606,48,24,0.17391304347826086
1918,1,12,48,3,7,4,18288.760546875,16466.4140625,0.7160493827160493,0.9259259259259259,48,12,0.7272727272727273
7971,2,24,24,3,1,128,8914.55078125,8507.5263671875,0.7160493827160493,0.7777777777777778,48,48,0.0425531914893617
3187,1,20,48,4,9,4,31706.058203125,17865.044921875,0.7160493827160493,0.925925925925926,48,20,0.25263157894736843
14979,3,8,16,4,9,16,34137.9875,30262.48046875,0.7160493827160493,0.888888888888889,48,24,0.17391304347826086
14410,3,24,16,3,3,4,28221.069921875,22067.37890625,0.7160493827160493,0.7777777777777778,48,72,0.018779342723004695
14415,3,24,16,3,3,128,25920.492578125,20812.25390625,0.7160493827160493,0.8641975308641974,48,72,0.018779342723004695
8275,2,28,24,3,9,32,64678.2234375,61131.8203125,0.7160493827160493,0.9135802469135803,48,56,0.03116883116883117
14980,3,8,16,4,9,32,34133.380859375,30199.65625,0.7160493827160493,0.8765432098765432,48,24,0.17391304347826086
25792,5,24,24,2,1,256,15537.3279296875,7558.111328125,0.7159722222222223,0.7482638888888888,120,120,0.01680672268907563
11607,3,28,40,1,9,128,47764.534375,32168.54296875,0.7159722222222222,0.7586805555555556,120,84,0.03442340791738382
26087,5,28,24,2,7,64,103910.9484375,52232.3203125,0.7159722222222222,0.7552083333333333,120,140,0.012332990750256937
16520,3,28,56,4,1,64,23400.6109375,9614.890625,0.7158861340679522,0.7594123048668503,168,84,0.04819277108433735
17209,4,16,32,1,5,4,27717.201953125,24883.490234375,0.71584,0.7808,128,64,0.06349206349206349
17473,4,20,32,1,3,32,14233.28505859375,7871.68212890625,0.71584,0.7296,128,80,0.04050632911392405
20974,4,24,32,3,1,32,15754.1826171875,7895.9013671875,0.71584,0.744,128,96,0.028070175438596492
5145,2,28,48,1,3,128,18378.718359375,17049.173828125,0.7157894736842106,0.7590027700831025,96,56,0.06233766233766234
5701,2,12,48,2,7,32,27365.394921875,25772.90234375,0.7157894736842106,0.8254847645429362,96,24,0.34782608695652173
17964,4,28,24,1,3,2,17033.2859375,10086.09375,0.7157894736842105,0.7451523545706372,96,112,0.015444015444015444
4341,2,16,48,1,5,16,25057.0390625,13548.951171875,0.7157894736842105,0.7867036011080333,96,32,0.1935483870967742
4346,2,16,48,1,5,512,25525.7625,14142.3017578125,0.7157894736842105,0.7950138504155125,96,32,0.1935483870967742
5699,2,12,48,2,7,8,27360.71796875,25808.54296875,0.7157894736842104,0.8199445983379502,96,24,0.34782608695652173
9789,2,24,56,4,5,128,36358.5875,29658.986328125,0.7157024793388429,0.7665289256198347,112,48,0.09929078014184398
8883,2,12,40,4,5,2,21808.969921875,20478.8515625,0.715625,0.828125,80,24,0.2898550724637681
26604,5,12,24,3,3,2,25081.68984375,21678.546875,0.715625,0.7986111111111112,120,60,0.06779661016949153
5655,2,12,40,2,7,16,26806.13203125,25219.625,0.715625,0.8515625,80,24,0.2898550724637681
14587,3,24,48,3,1,256,15957.79921875,8527.560546875,0.715561224489796,0.7461734693877552,144,72,0.056338028169014086
14586,3,24,48,3,1,128,17801.0169921875,8497.2890625,0.715561224489796,0.7487244897959183,144,72,0.056338028169014086
19431,4,24,40,2,9,2,74295.540625,60605.34375,0.7154296875,0.7705078125,160,96,0.03508771929824561
16521,3,28,56,4,1,128,23310.555078125,9593.2431640625,0.7153351698806245,0.7584940312213039,168,84,0.04819277108433735
16252,3,24,56,4,1,256,11641.0029296875,9581.755859375,0.7153351698806245,0.7502295684113867,168,72,0.06572769953051644
10685,3,16,24,1,5,8,24375.720703125,22091.76953125,0.7153061224489795,0.7908163265306123,72,48,0.06382978723404255
20370,4,16,16,3,7,16,56234.1203125,53188.390625,0.7152777777777779,0.8194444444444444,64,64,0.031746031746031744
6663,2,28,32,2,1,16,10329.9091796875,4437.8779296875,0.7152777777777779,0.75,64,56,0.04155844155844156
9388,2,20,32,4,7,4,44218.1890625,41345.421875,0.7152777777777779,0.8402777777777778,64,40,0.08205128205128205
6665,2,28,32,2,1,64,12176.1759765625,4376.6845703125,0.7152777777777779,0.7638888888888888,64,56,0.04155844155844156
4524,2,20,32,1,5,128,24949.326953125,22448.845703125,0.7152777777777778,0.7638888888888888,64,40,0.08205128205128205
20071,4,12,16,3,1,4,9195.1279296875,8753.40625,0.7152777777777778,0.763888888888889,64,48,0.05673758865248227
6694,2,28,32,2,7,256,42410.978125,39770.890625,0.7152777777777778,0.7847222222222223,64,56,0.04155844155844156
15651,3,16,40,4,9,2,60229.43515625,48051.51953125,0.7152777777777778,0.798611111111111,120,48,0.10638297872340426
5857,2,16,32,2,1,256,6703.39619140625,4401.15625,0.7152777777777777,0.7569444444444444,64,32,0.12903225806451613
21462,4,8,16,4,9,128,45276.6375,26064.224609375,0.7152777777777777,0.9027777777777778,64,32,0.12903225806451613
27140,5,20,24,3,1,64,23028.48984375,11377.1162109375,0.7152777777777777,0.767361111111111,120,100,0.024242424242424242
19614,4,28,24,2,9,16,125889.90625,61119.640625,0.7152354570637118,0.7728531855955678,96,112,0.015444015444015444
20402,4,16,24,3,3,512,26305.110546875,24883.169921875,0.7152354570637118,0.8005540166204986,96,64,0.047619047619047616
14254,3,20,32,3,7,256,52383.46953125,42513.83203125,0.7152354570637118,0.8254847645429363,96,60,0.05423728813559322
17711,4,24,24,1,5,512,20792.563671875,12826.8037109375,0.7152354570637118,0.7673130193905817,96,96,0.021052631578947368
6792,2,28,48,2,9,128,57059.72421875,52818.88671875,0.7152354570637118,0.7756232686980609,96,56,0.06233766233766234
21034,4,24,40,3,5,4,49918.69453125,33086.22265625,0.715234375,0.7548828125,160,96,0.03508771929824561
20975,4,24,32,3,1,64,20358.412109375,7763.68408203125,0.7152000000000001,0.744,128,96,0.028070175438596492
21002,4,24,32,3,7,64,63897.72109375,62074.9296875,0.7152,0.7759999999999999,128,96,0.028070175438596492
18025,4,28,32,1,5,256,37304.78359375,19188.16796875,0.7152,0.7488,128,112,0.02059202059202059
22369,4,20,40,4,1,32,16329.834375,13151.0556640625,0.7150390625,0.7705078125,160,80,0.05063291139240506
21040,4,24,40,3,5,256,46557.01953125,44452.35546875,0.7150390625,0.7724609375,160,96,0.03508771929824561
21359,4,28,48,3,7,8,105204.05546875,62053.34375,0.7149584487534627,0.7652354570637119,192,112,0.03088803088803089
24982,5,12,24,2,1,256,7373.0203125,6993.3662109375,0.7149305555555555,0.7361111111111112,120,60,0.06779661016949153
22086,4,16,32,4,9,2,73486.021875,68867.0,0.7148800000000001,0.808,128,64,0.06349206349206349
4922,2,24,56,1,3,512,20101.72734375,17406.138671875,0.7148760330578512,0.7644628099173554,112,48,0.09929078014184398
5633,2,12,40,2,1,512,6901.7337890625,6557.9130859375,0.71484375,0.765625,80,24,0.2898550724637681
5630,2,12,40,2,1,64,6884.53037109375,6576.94873046875,0.71484375,0.77734375,80,24,0.2898550724637681
7794,2,20,40,3,3,2,22277.780078125,21103.169921875,0.71484375,0.7734375,80,40,0.10256410256410256
6728,2,28,40,2,5,64,30294.24609375,16477.296875,0.71484375,0.828125,80,56,0.05194805194805195
7824,2,20,40,3,9,16,51306.91015625,47989.5625,0.71484375,0.8515625,80,40,0.10256410256410256
25564,5,20,32,2,1,32,17899.621484375,8859.896484375,0.71484375,0.748046875,160,100,0.03232323232323232
15688,3,16,48,4,7,4,44032.409375,36606.36328125,0.7147959183673469,0.7742346938775511,144,48,0.1276595744680851
14583,3,24,48,3,1,16,10959.441796875,8580.8173828125,0.7147959183673469,0.7410714285714285,144,72,0.056338028169014086
5169,2,28,48,1,9,16,49096.49296875,26820.19140625,0.7146814404432134,0.7590027700831025,96,56,0.06233766233766234
13991,3,16,32,3,9,64,54726.746875,46642.70703125,0.7146814404432134,0.7617728531855956,96,48,0.0851063829787234
7866,2,20,48,3,9,2,50788.71640625,48149.5,0.7146814404432132,0.8310249307479224,96,40,0.12307692307692308
16519,3,28,56,4,1,32,17929.183203125,9596.78515625,0.7146005509641873,0.7630853994490358,168,84,0.04819277108433735
24190,5,24,24,1,5,256,33564.2890625,12701.16796875,0.7145833333333333,0.7586805555555556,120,120,0.01680672268907563
15360,3,12,40,4,3,128,19249.051171875,16464.8515625,0.7145833333333333,0.7986111111111112,120,36,0.19047619047619047
14577,3,24,40,3,9,128,70140.3328125,56094.12109375,0.7145833333333333,0.7708333333333333,120,72,0.046948356807511735
14585,3,24,48,3,1,64,15523.116796875,8436.87109375,0.7145408163265307,0.7487244897959184,144,72,0.056338028169014086
4395,2,16,56,1,7,16,33914.9734375,19153.888671875,0.7144628099173553,0.8140495867768596,112,32,0.22580645161290322
7912,2,20,56,3,9,4,47164.96953125,45026.796875,0.7144628099173552,0.8326446280991735,112,40,0.14358974358974358
15274,3,12,24,4,5,4,30828.1953125,25603.82421875,0.7142857142857143,0.7755102040816326,72,36,0.11428571428571428
8507,2,8,24,4,1,8,7257.25400390625,6713.43701171875,0.7142857142857142,0.8831168831168831,48,16,0.4
20976,4,24,32,3,1,128,19528.1763671875,7722.94189453125,0.71424,0.7408,128,96,0.028070175438596492
26069,5,28,24,2,3,64,39765.71015625,19752.16015625,0.7142361111111111,0.7465277777777777,120,140,0.012332990750256937
5170,2,28,48,1,9,32,50939.75859375,47035.63671875,0.7141274238227148,0.7673130193905817,96,56,0.06233766233766234
9223,2,16,48,4,9,256,42991.37734375,24008.609375,0.7141274238227148,0.8337950138504155,96,32,0.1935483870967742
7049,2,8,48,3,7,8,22591.16796875,21093.701171875,0.7141274238227148,0.9002770083102494,96,16,0.8
12878,3,24,32,2,1,512,8395.59921875,7077.27978515625,0.7141274238227145,0.7285318559556787,96,72,0.03755868544600939
9446,2,20,40,4,9,64,52650.21328125,50201.265625,0.7140625,0.90234375,80,40,0.10256410256410256
24936,5,12,16,2,1,128,8236.1248046875,6345.4189453125,0.7140625,0.7421875,80,60,0.04519774011299435
25513,5,20,16,2,9,256,58432.69140625,54194.18359375,0.7140625,0.81640625,80,100,0.01616161616161616
9264,2,16,56,4,9,16,44548.71953125,25137.39453125,0.7140495867768595,0.8698347107438016,112,32,0.22580645161290322
9226,2,16,56,4,1,4,6518.40703125,5048.2109375,0.7140495867768595,0.768595041322314,112,32,0.22580645161290322
14588,3,24,48,3,1,512,13794.06796875,8632.7490234375,0.7140306122448979,0.7487244897959183,144,72,0.056338028169014086
22885,4,28,32,4,5,256,113084.3421875,57826.61328125,0.7139200000000001,0.76,128,112,0.02059202059202059
21816,4,12,32,4,9,2,54589.240625,46832.29296875,0.7139047619047618,0.7904761904761906,128,48,0.11347517730496454
7765,2,20,32,3,5,256,32165.316796875,30142.158203125,0.7138888888888889,0.736111111111111,64,40,0.08205128205128205
18491,4,12,16,2,9,64,42639.640625,39416.5546875,0.7138888888888889,0.8194444444444444,64,48,0.05673758865248227
24983,5,12,24,2,1,512,10823.58017578125,7012.09033203125,0.7138888888888889,0.7326388888888888,120,60,0.06779661016949153
6664,2,28,32,2,1,32,9401.897265625,4460.076171875,0.7138888888888889,0.7638888888888888,64,56,0.04155844155844156
6391,2,24,32,2,1,4,7220.73388671875,6814.15087890625,0.7138888888888889,0.7361111111111112,64,48,0.05673758865248227
