,cliques,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc,edges,nodes,density
25049,5,12,32,2,7,8,42065.34140625,31859.1015625,0.8625,0.900390625,160,60,0.0903954802259887
3779,2,8,40,1,9,512,24690.03046875,22459.986328125,0.8625,0.93359375,80,16,0.6666666666666666
17855,4,24,48,1,7,512,45280.571875,37418.39453125,0.8624653739612189,0.8871191135734072,192,96,0.042105263157894736
26721,5,12,40,3,9,2,51062.45078125,41943.17578125,0.8624374999999999,0.936875,200,60,0.11299435028248588
26245,5,28,56,2,3,4,54161.56015625,26523.455078125,0.862436224489796,0.8826530612244898,280,140,0.02877697841726619
17610,4,20,56,1,3,128,22640.52421875,21517.57421875,0.862396694214876,0.9158057851239669,224,80,0.07088607594936709
17347,4,16,56,1,5,32,33770.17421875,32619.072265625,0.862396694214876,0.9085743801652892,224,64,0.1111111111111111
26703,5,12,40,3,5,2,29556.9953125,23872.904296875,0.8623749999999999,0.9075000000000001,200,60,0.11299435028248588
17299,4,16,48,1,5,4,28396.458203125,27282.708984375,0.8623268698060942,0.9016620498614958,192,64,0.09523809523809523
16729,4,8,40,1,7,256,29134.132421875,16832.671875,0.8623046875,0.8984375,160,32,0.3225806451612903
16276,3,24,56,4,7,32,60563.6328125,56954.26953125,0.8622589531680441,0.8999081726354453,168,72,0.06572769953051644
13008,3,24,56,2,1,16,12272.099609375,7715.2841796875,0.8622589531680441,0.9155188246097337,168,72,0.06572769953051644
25631,5,20,40,2,5,512,39087.2078125,34540.9140625,0.8622500000000001,0.8875,200,100,0.04040404040404041
23998,5,20,40,1,3,32,20514.385546875,19044.69140625,0.8622499999999998,0.8912500000000001,200,100,0.04040404040404041
10424,3,12,24,1,7,8,29297.59375,25038.92578125,0.8622448979591837,0.8979591836734694,72,36,0.11428571428571428
13381,3,8,24,3,3,256,14371.05390625,13856.8046875,0.8622448979591837,0.9489795918367347,72,24,0.2608695652173913
14999,3,8,24,4,3,64,15171.0458984375,14415.328125,0.8622448979591836,0.9438775510204082,72,24,0.2608695652173913
12843,3,24,24,2,5,2,42293.3828125,31665.658203125,0.8622448979591836,0.903061224489796,72,72,0.028169014084507043
15047,3,8,32,4,3,512,13512.8529296875,12911.32421875,0.8622222222222222,0.9055555555555556,96,24,0.34782608695652173
15045,3,8,32,4,3,128,13522.2869140625,12857.3115234375,0.8622222222222222,0.8944444444444444,96,24,0.34782608695652173
18916,4,16,48,2,3,256,21437.2609375,19656.50390625,0.8621883656509695,0.8947368421052632,192,64,0.09523809523809523
15037,3,8,32,4,1,256,7257.737109375,6872.17138671875,0.86218487394958,0.9439775910364145,96,24,0.34782608695652173
13490,3,8,40,3,7,512,26432.646484375,24166.931640625,0.8621527777777779,0.9166666666666666,120,24,0.43478260869565216
20757,4,20,40,3,3,16,27139.650390625,26019.45703125,0.862109375,0.908203125,160,80,0.05063291139240506
8691,2,8,56,4,1,128,6872.358203125,6475.966796875,0.8620833333333333,0.9333333333333333,112,16,0.9333333333333333
19912,4,8,32,3,5,32,24155.485546875,14515.4443359375,0.8620800000000001,0.8912,128,32,0.25806451612903225
14898,3,28,56,3,1,16,18820.320703125,8201.9873046875,0.8620752984389348,0.8806244260789715,168,84,0.04819277108433735
21903,4,12,48,4,7,128,40606.7453125,31925.546875,0.8620498614958448,0.8981994459833795,192,48,0.1702127659574468
10982,3,20,32,1,1,8,10954.69462890625,5927.60693359375,0.8620498614958448,0.886426592797784,96,60,0.05423728813559322
21468,4,8,24,4,1,16,5076.70830078125,4639.103515625,0.8620289855072464,0.9043478260869565,96,32,0.1935483870967742
18951,4,16,56,2,1,128,13926.3400390625,9589.6875,0.8619834710743802,0.8925619834710744,224,64,0.1111111111111111
8978,2,12,56,4,5,64,21264.133203125,19868.47265625,0.8619834710743801,0.9194214876033058,112,24,0.4057971014492754
24053,5,20,48,1,5,64,35078.5,29802.302734375,0.8619791666666667,0.8923611111111112,240,100,0.048484848484848485
25395,5,16,48,2,3,128,21505.96015625,20410.62890625,0.8619791666666666,0.9049479166666666,240,80,0.0759493670886076
25960,5,24,48,2,9,32,138892.8375,64972.921875,0.8619791666666666,0.8797743055555556,240,120,0.03361344537815126
15317,3,12,32,4,3,512,19512.912109375,17037.78515625,0.8619318181818182,0.8948863636363636,96,36,0.1523809523809524
16723,4,8,40,1,7,4,31856.902734375,17981.466796875,0.8619140625,0.908203125,160,32,0.3225806451612903
12203,3,12,56,2,1,512,9580.9927734375,7556.79150390625,0.8618916437098253,0.8797061524334251,168,36,0.26666666666666666
23738,5,16,40,1,5,64,31409.333203125,29765.3203125,0.8618749999999998,0.9325000000000001,200,80,0.06329113924050633
11322,3,24,40,1,7,2,42938.03046875,36718.19921875,0.8618055555555555,0.935763888888889,120,72,0.046948356807511735
13489,3,8,40,3,7,256,26438.1203125,24225.609375,0.8618055555555555,0.9114583333333333,120,24,0.43478260869565216
26333,5,8,24,3,1,512,9242.7013671875,8766.8583984375,0.8618055555555554,0.9201388888888888,120,40,0.15384615384615385
17740,4,24,32,1,3,4,13778.031640625,10836.787109375,0.86176,0.8896,128,96,0.028070175438596492
18842,4,16,32,2,7,64,47595.31953125,44172.5625,0.86176,0.8768,128,64,0.06349206349206349
12710,3,20,48,2,5,8,30180.13359375,26558.119140625,0.861734693877551,0.8941326530612246,144,60,0.08135593220338982
15420,3,12,48,4,7,16,37203.1109375,31862.40234375,0.861734693877551,0.9005102040816326,144,36,0.22857142857142856
25993,5,24,56,2,7,4,74608.1546875,50026.421875,0.861734693877551,0.8807397959183673,280,120,0.0392156862745098
13231,3,28,48,2,1,4,15232.36923828125,6716.517578125,0.861734693877551,0.8839285714285714,144,84,0.04130808950086059
13790,3,12,48,3,5,8,25371.205078125,22360.220703125,0.8617346938775509,0.9158163265306123,144,36,0.22857142857142856
3684,2,8,24,1,9,16,24595.79609375,22483.35546875,0.8617283950617285,1.0,48,16,0.4
3667,2,8,24,1,5,32,17037.5376953125,16200.2578125,0.8617283950617285,0.9506172839506173,48,16,0.4
5536,2,12,24,2,1,4,6677.90703125,6343.28466796875,0.8617283950617285,0.9753086419753086,48,24,0.17391304347826086
5572,2,12,24,2,9,4,30852.941796875,28341.578125,0.8617283950617285,0.9506172839506173,48,24,0.17391304347826086
13358,3,8,16,3,9,8,32482.029296875,30732.626953125,0.8617283950617285,0.9259259259259259,48,24,0.17391304347826086
3652,2,8,24,1,1,256,6270.90341796875,5760.162109375,0.8617283950617285,0.962962962962963,48,16,0.4
3687,2,8,24,1,9,128,24598.292578125,22487.625,0.8617283950617283,1.0,48,16,0.4
22194,4,16,56,4,3,2,26113.13046875,24720.50390625,0.8617252066115701,0.8910123966942148,224,64,0.1111111111111111
24662,5,8,16,2,1,8,7162.3111328125,6773.25830078125,0.86171875,0.90625,80,40,0.10256410256410256
23768,5,16,48,1,1,512,13602.3189453125,9786.4580078125,0.86171875,0.920138888888889,240,80,0.0759493670886076
25208,5,16,16,2,1,512,12517.170703125,8573.8447265625,0.86171875,0.89453125,80,80,0.02531645569620253
10592,3,12,56,1,3,512,16491.0611328125,15368.52734375,0.8617079889807163,0.8999081726354454,168,36,0.26666666666666666
18950,4,16,56,2,1,64,9817.9345703125,9516.4609375,0.8616735537190083,0.891012396694215,224,64,0.1111111111111111
25994,5,24,56,2,7,8,75899.165625,51269.6953125,0.861670918367347,0.8842474489795918,280,120,0.0392156862745098
17583,4,20,48,1,7,128,46754.9734375,43043.83984375,0.861634349030471,0.8988919667590027,192,80,0.060759493670886074
22427,4,20,48,4,3,512,29744.015625,28365.7578125,0.861634349030471,0.9016620498614958,192,80,0.060759493670886074
18929,4,16,48,2,7,8,45434.26875,41162.1328125,0.861634349030471,0.8926592797783934,192,64,0.09523809523809523
23716,5,16,40,1,1,4,17068.9953125,9493.2080078125,0.8616249999999999,0.90625,200,80,0.06329113924050633
6282,2,20,56,2,7,2,38372.4703125,35906.171875,0.8615702479338843,0.9524793388429752,112,40,0.14358974358974358
24608,5,28,48,1,9,8,115064.7171875,57547.56640625,0.8615451388888887,0.8901909722222222,240,140,0.024665981500513873
10588,3,12,56,1,3,32,17515.176953125,15603.8154296875,0.861524334251607,0.9008264462809917,168,36,0.26666666666666666
16278,3,24,56,4,7,128,59582.359375,45949.27734375,0.861524334251607,0.8898071625344353,168,72,0.06572769953051644
23969,5,20,32,1,7,8,39500.57734375,33426.5234375,0.8615234375,0.8857421875,160,100,0.03232323232323232
18533,4,12,24,2,9,8,48475.01953125,39257.64453125,0.8614958448753463,0.9058171745152355,96,48,0.0851063829787234
7321,2,12,48,3,7,32,27293.52578125,24801.232421875,0.8614958448753463,0.925207756232687,96,24,0.34782608695652173
12168,3,12,48,2,5,2,27041.83359375,23453.216796875,0.8614795918367347,0.9068877551020409,144,36,0.22857142857142856
12105,3,12,40,2,1,2,7663.8216796875,7130.9482421875,0.8614583333333334,0.9114583333333333,120,36,0.19047619047619047
12407,3,16,40,2,7,64,36361.65078125,31374.439453125,0.8614583333333334,0.890625,120,48,0.10638297872340426
23364,5,12,24,1,3,2,18695.99296875,17174.216796875,0.8614583333333332,0.8975694444444444,120,60,0.06779661016949153
19915,4,8,32,3,5,256,26461.755078125,14478.32421875,0.8614400000000002,0.9119999999999999,128,32,0.25806451612903225
19826,4,8,16,3,5,512,23431.390625,14023.2216796875,0.8614285714285714,0.9285714285714286,64,32,0.12903225806451613
24634,5,28,56,1,5,4,72026.334375,34746.89453125,0.8613520408163267,0.8788265306122449,280,140,0.02877697841726619
12235,3,12,56,2,9,32,39505.2109375,32726.814453125,0.8613406795224977,0.9054178145087236,168,36,0.26666666666666666
20760,4,20,40,3,3,128,27052.906640625,26006.8984375,0.861328125,0.900390625,160,80,0.05063291139240506
25053,5,12,32,2,7,128,38912.8453125,32588.919921875,0.861328125,0.8994140625,160,60,0.0903954802259887
16994,4,12,40,1,7,8,36701.94453125,32512.873046875,0.861328125,0.88671875,160,48,0.14184397163120568
18949,4,16,56,2,1,32,9807.30546875,9522.9228515625,0.8612603305785125,0.8946280991735538,224,64,0.1111111111111111
24001,5,20,40,1,3,256,21333.726953125,19015.720703125,0.8612499999999998,0.8887499999999999,200,100,0.04040404040404041
10163,3,8,24,1,9,8,29267.041796875,26603.12890625,0.8612244897959183,0.9540816326530612,72,24,0.2608695652173913
12852,3,24,24,2,7,2,54162.04609375,40442.4140625,0.8612244897959183,0.9132653061224489,72,72,0.028169014084507043
13380,3,8,24,3,3,128,14355.6814453125,13860.892578125,0.8612244897959183,0.9489795918367347,72,24,0.2608695652173913
15001,3,8,24,4,3,256,15162.7837890625,14428.931640625,0.8612244897959183,0.9438775510204082,72,24,0.2608695652173913
13781,3,12,48,3,3,8,19009.0375,15446.328125,0.8612244897959183,0.8903061224489797,144,36,0.22857142857142856
24658,5,28,56,1,9,256,126654.8359375,114982.234375,0.8612244897959183,0.8950892857142857,280,140,0.02877697841726619
20804,4,20,48,3,3,64,25987.407421875,25190.619140625,0.8612188365650969,0.8912742382271468,192,80,0.060759493670886074
18914,4,16,48,2,3,64,21417.65625,19848.88671875,0.8612188365650969,0.9044321329639889,192,64,0.09523809523809523
24316,5,24,48,1,3,256,39953.547265625,17934.744140625,0.8611979166666666,0.88671875,240,120,0.03361344537815126
24635,5,28,56,1,5,8,70205.0375,35031.71484375,0.8611607142857143,0.8791454081632653,280,140,0.02877697841726619
18952,4,16,56,2,1,256,13950.9248046875,9582.3828125,0.8611570247933885,0.891012396694215,224,64,0.1111111111111111
10879,3,16,56,1,7,256,35246.206640625,29616.52734375,0.8611570247933884,0.9026629935720845,168,48,0.14893617021276595
10584,3,12,56,1,3,2,17824.102734375,15292.0107421875,0.8611570247933884,0.9044995408631773,168,36,0.26666666666666666
20773,4,20,40,3,7,4,60925.159375,57239.2265625,0.8611328125,0.904296875,160,80,0.05063291139240506
20232,4,12,40,3,7,2,41307.478125,32412.490234375,0.8611328125,0.8857421875,160,48,0.14184397163120568
19916,4,8,32,3,5,512,25995.126953125,14301.091796875,0.86112,0.8992,128,32,0.25806451612903225
18746,4,16,16,2,5,512,25243.409765625,23304.158203125,0.8611111111111113,0.9305555555555556,64,64,0.031746031746031744
5524,2,12,16,2,7,256,26864.071875,24351.818359375,0.8611111111111113,0.9444444444444445,32,24,0.11594202898550725
5223,2,8,16,2,1,16,6154.06748046875,5828.88671875,0.8611111111111113,0.9722222222222223,32,16,0.26666666666666666
14030,3,16,40,3,7,512,43251.15078125,36962.37890625,0.8611111111111113,0.8940972222222222,120,48,0.10638297872340426
3875,2,12,16,1,1,64,3986.251953125,3767.68798828125,0.861111111111111,0.9166666666666667,32,24,0.11594202898550725
17658,4,24,16,1,5,2,12316.84365234375,0.7213100790977478,0.861111111111111,0.9305555555555556,64,96,0.014035087719298246
13488,3,8,40,3,7,128,26410.009375,24198.783203125,0.861111111111111,0.9114583333333334,120,24,0.43478260869565216
5228,2,8,16,2,1,512,6155.09287109375,5829.67919921875,0.861111111111111,0.9722222222222223,32,16,0.26666666666666666
20356,4,16,16,3,3,256,27327.466015625,25752.072265625,0.861111111111111,0.9027777777777778,64,64,0.031746031746031744
7408,2,16,16,3,7,4,33112.966796875,20585.03125,0.861111111111111,0.9444444444444445,32,32,0.06451612903225806
5224,2,8,16,2,1,32,6154.0759765625,1667.096435546875,0.861111111111111,0.9722222222222223,32,16,0.26666666666666666
17110,4,16,16,1,3,4,10109.0802734375,9077.3515625,0.861111111111111,0.8819444444444444,64,64,0.031746031746031744
5525,2,12,16,2,7,512,27441.0734375,24943.595703125,0.861111111111111,0.9444444444444445,32,24,0.11594202898550725
4262,2,16,32,1,7,64,27091.38359375,15683.0947265625,0.861111111111111,0.9166666666666667,64,32,0.12903225806451613
3873,2,12,16,1,1,16,3988.337255859375,3769.676025390625,0.861111111111111,0.9166666666666667,32,24,0.11594202898550725
3874,2,12,16,1,1,32,3986.539111328125,3771.6767578125,0.861111111111111,0.9166666666666667,32,24,0.11594202898550725
18434,4,8,56,2,7,8,31897.49140625,17913.412109375,0.8610537190082646,0.9142561983471074,224,32,0.45161290322580644
25630,5,20,40,2,5,256,37963.09453125,34593.34765625,0.8610000000000001,0.880625,200,100,0.04040404040404041
26440,5,8,40,3,5,256,26425.516015625,24974.73046875,0.861,0.89625,200,40,0.2564102564102564
12485,3,16,56,2,5,8,28694.13984375,22525.94140625,0.8609733700642792,0.9008264462809917,168,48,0.14893617021276595
16274,3,24,56,4,7,8,61102.77421875,45781.421875,0.8609733700642792,0.9026629935720845,168,72,0.06572769953051644
12198,3,12,56,2,1,16,7940.473828125,7547.25732421875,0.860973370064279,0.8769513314967861,168,36,0.26666666666666666
11362,3,24,48,1,5,32,31542.170703125,26325.9296875,0.860969387755102,0.8788265306122449,144,72,0.056338028169014086
18791,4,16,24,2,5,512,30694.346484375,28323.8203125,0.8609418282548477,0.9141274238227146,96,64,0.047619047619047616
10711,3,16,32,1,1,4,6554.64609375,6131.4951171875,0.8609418282548477,0.8781163434903048,96,48,0.0851063829787234
5369,2,8,40,2,3,64,12665.83984375,11691.1689453125,0.8609375,0.8984375,80,16,0.6666666666666666
20756,4,20,40,3,3,8,27055.489453125,26061.75,0.8609375,0.8955078125,160,80,0.05063291139240506
25962,5,24,48,2,9,128,133094.81875,68234.796875,0.8609375,0.880642361111111,240,120,0.03361344537815126
27037,5,16,48,3,9,4,64192.17109375,61867.58203125,0.8609375,0.8932291666666667,240,80,0.0759493670886076
20257,4,12,48,3,1,256,7778.22978515625,7357.869140625,0.860803324099723,0.9030470914127424,192,48,0.1702127659574468
25250,5,16,24,2,1,64,8929.32109375,8597.896484375,0.8607638888888889,0.8802083333333334,120,80,0.0379746835443038
5726,2,12,56,2,3,8,14398.2583984375,13826.94921875,0.8607438016528925,0.9214876033057852,112,24,0.4057971014492754
20596,4,16,56,3,7,32,43461.6171875,40809.55078125,0.8607438016528924,0.8827479338842976,224,64,0.1111111111111111
14340,3,20,48,3,7,16,46116.93828125,38559.18359375,0.8607142857142858,0.9209183673469388,144,60,0.08135593220338982
25950,5,24,48,2,7,16,99685.515625,53332.609375,0.8606770833333333,0.884548611111111,240,120,0.03361344537815126
16827,4,8,56,1,9,128,35901.79765625,21534.69921875,0.8606404958677686,0.9152892561983471,224,32,0.45161290322580644
17607,4,20,56,1,3,16,22303.5921875,21532.89453125,0.8606404958677686,0.9090909090909091,224,80,0.07088607594936709
15044,3,8,32,4,3,64,13534.33046875,12868.40234375,0.8605555555555554,0.8916666666666666,96,24,0.34782608695652173
15046,3,8,32,4,3,256,13516.4154296875,12894.8681640625,0.8605555555555554,0.8972222222222223,96,24,0.34782608695652173
21843,4,12,40,4,5,2,28821.36484375,27137.728515625,0.860546875,0.9013671875,160,48,0.14184397163120568
19242,4,20,56,2,7,2,50346.46484375,46103.98046875,0.8605371900826446,0.8894628099173554,224,80,0.07088607594936709
17606,4,20,56,1,3,8,22564.947265625,21546.669921875,0.8605371900826446,0.8987603305785123,224,80,0.07088607594936709
15038,3,8,32,4,1,512,7256.68251953125,6886.43310546875,0.8605042016806724,0.9411764705882353,96,24,0.34782608695652173
26190,5,28,48,2,1,2,45469.34375,17354.38671875,0.8605034722222221,0.8715277777777777,240,140,0.024665981500513873
24284,5,24,40,1,7,8,52421.446875,33812.015625,0.8605,0.87375,200,120,0.028011204481792718
19899,4,8,32,3,3,2,16166.99453125,8605.53125,0.8604800000000001,0.8896,128,32,0.25806451612903225
14339,3,20,48,3,7,8,46176.6453125,38724.73046875,0.8604591836734695,0.9221938775510204,144,60,0.08135593220338982
13237,3,28,48,2,1,256,15510.2947265625,6631.09228515625,0.8604591836734695,0.8954081632653061,144,84,0.04130808950086059
22204,4,16,56,4,5,4,38483.3140625,36082.578125,0.8604338842975207,0.8775826446280991,224,64,0.1111111111111111
10334,3,8,56,1,7,8,24609.03515625,22885.54296875,0.8604224058769514,0.9008264462809917,168,24,0.6086956521739131
26326,5,8,24,3,1,4,9299.2146484375,8805.8232421875,0.8604166666666668,0.8923611111111112,120,40,0.15384615384615385
15345,3,12,40,4,1,2,11315.91796875,8643.171875,0.8604166666666666,0.8958333333333333,120,36,0.19047619047619047
18788,4,16,24,2,5,64,30214.377734375,27455.517578125,0.8603878116343491,0.9030470914127424,96,64,0.047619047619047616
9202,2,16,48,4,5,32,27015.174609375,14848.62890625,0.8603878116343491,0.9168975069252078,96,32,0.1935483870967742
16632,4,8,24,1,7,2,32708.786328125,17745.041015625,0.8603878116343491,0.9224376731301939,96,32,0.1935483870967742
21904,4,12,48,4,7,256,40192.609375,33206.64453125,0.8603878116343491,0.8954293628808865,192,48,0.1702127659574468
9199,2,16,48,4,5,4,24798.586328125,14411.59765625,0.8603878116343491,0.9168975069252078,96,32,0.1935483870967742
12072,3,12,32,2,3,16,15912.040625,14141.7607421875,0.8603878116343491,0.9224376731301939,96,36,0.1523809523809524
9205,2,16,48,4,5,256,24642.56640625,14697.56640625,0.860387811634349,0.9196675900277008,96,32,0.1935483870967742
25588,5,20,32,2,7,4,54766.15078125,51520.56640625,0.8603515625,0.9052734375,160,100,0.03232323232323232
8976,2,12,56,4,5,16,21267.025,19856.8359375,0.8603305785123967,0.9297520661157025,112,24,0.4057971014492754
19523,4,24,56,2,9,8,68014.696875,62987.46875,0.8603305785123967,0.8811983471074379,224,96,0.04912280701754386
17612,4,20,56,1,3,512,22706.48125,21631.12890625,0.8603305785123967,0.9023760330578513,224,80,0.07088607594936709
24276,5,24,40,1,5,16,43991.705078125,28883.03515625,0.86025,0.9025,200,120,0.028011204481792718
25961,5,24,48,2,9,64,139284.9875,66018.71875,0.8602430555555556,0.8793402777777777,240,120,0.03361344537815126
